id,key,value,type
16082084,source,PGS,regular
16082085,source,PGS,regular
16082086,source,PGS,regular
16082087,source,PGS,regular
16082088,source,PGS,regular
16082089,source,PGS,regular
16082090,source,PGS,regular
16082093,source,PGS,regular
16082096,source,PGS,regular
16082098,source,PGS,regular
16082100,source,PGS,regular
16082101,source,PGS,regular
16082102,source,PGS,regular
16082103,source,PGS,regular
16082105,source,PGS,regular
16082106,source,PGS,regular
16082107,source,PGS,regular
16082108,source,PGS,regular
16082109,source,PGS,regular
16082110,source,PGS,regular
16082111,source,PGS,regular
16082112,source,PGS,regular
16082113,source,PGS,regular
16082114,source,PGS,regular
16082116,source,PGS,regular
16082118,source,PGS,regular
16082119,source,PGS,regular
16082120,source,PGS,regular
16082121,source,PGS,regular
16082122,source,PGS,regular
16082125,source,PGS,regular
16082128,source,PGS,regular
16082130,source,PGS,regular
16082131,source,PGS,regular
16082132,source,PGS,regular
16082133,source,PGS,regular
16082134,source,PGS,regular
16082135,source,PGS,regular
16082136,source,PGS,regular
16082139,source,PGS,regular
16082140,source,PGS,regular
16082141,source,PGS,regular
16082142,source,PGS,regular
16082143,source,PGS,regular
16082146,source,PGS,regular
16082149,source,PGS,regular
16082151,source,PGS,regular
16082155,source,PGS,regular
16082156,source,PGS,regular
16082157,source,PGS,regular
16082158,source,PGS,regular
16082159,source,PGS,regular
16082162,source,PGS,regular
16082163,source,PGS,regular
16082165,source,PGS,regular
16082167,source,PGS,regular
16082169,source,PGS,regular
16082170,source,PGS,regular
16082171,source,PGS,regular
16082172,source,PGS,regular
16082174,source,PGS,regular
16082177,source,PGS,regular
16082179,source,PGS,regular
16082180,source,PGS,regular
16082181,source,PGS,regular
16082185,source,PGS,regular
16082188,source,PGS,regular
16082190,source,PGS,regular
16082192,source,PGS,regular
16082193,source,PGS,regular
16082216,source,PGS,regular
16082218,source,PGS,regular
16082222,source,PGS,regular
16082224,source,PGS,regular
16082225,source,PGS,regular
16082227,source,PGS,regular
16082229,source,PGS,regular
16082463,source,PGS,regular
16082468,source,PGS,regular
16082469,source,PGS,regular
16082470,source,PGS,regular
16085783,source,PGS,regular
16085783,created_by,almien_coastlines,regular
16085789,source,PGS,regular
16085790,source,PGS,regular
16085791,source,PGS,regular
16085792,source,PGS,regular
16085795,source,PGS,regular
16085797,source,PGS,regular
16085804,source,PGS,regular
16085808,source,PGS,regular
16085818,source,PGS,regular
16085821,source,PGS,regular
16085828,source,PGS,regular
16085834,source,PGS,regular
16085838,source,PGS,regular
16085844,source,PGS,regular
16085847,source,PGS,regular
16085851,source,PGS,regular
16085854,source,PGS,regular
16085855,source,PGS,regular
16085860,source,PGS,regular
16085862,source,PGS,regular
16085866,source,PGS,regular
16085869,source,PGS,regular
16085872,source,PGS,regular
16085878,source,PGS,regular
16085894,source,PGS,regular
16085899,source,PGS,regular
16085903,source,PGS,regular
16085913,source,PGS,regular
16085920,source,PGS,regular
16085922,source,PGS,regular
16085926,source,PGS,regular
16085930,source,PGS,regular
16085932,source,PGS,regular
16085937,source,PGS,regular
16085941,source,PGS,regular
16085946,source,PGS,regular
16085949,source,PGS,regular
16085953,source,PGS,regular
16085958,source,PGS,regular
16085962,source,PGS,regular
16085963,source,PGS,regular
16085966,source,PGS,regular
16085972,source,PGS,regular
16085975,source,PGS,regular
16085979,source,PGS,regular
16085984,source,PGS,regular
16085987,source,PGS,regular
16085992,source,PGS,regular
16085996,source,PGS,regular
16085999,source,PGS,regular
16086005,source,PGS,regular
16086014,source,PGS,regular
16086019,source,PGS,regular
16086024,source,PGS,regular
16086034,source,PGS,regular
16086045,source,PGS,regular
16086050,source,PGS,regular
16086052,source,PGS,regular
16086054,source,PGS,regular
16086056,source,PGS,regular
16086057,source,PGS,regular
16086059,source,PGS,regular
16086060,source,PGS,regular
16086061,source,PGS,regular
16086062,source,PGS,regular
16086065,source,PGS,regular
16086066,source,PGS,regular
16086068,source,PGS,regular
16086070,source,PGS,regular
16086072,source,PGS,regular
16086074,source,PGS,regular
16086078,source,PGS,regular
16086087,source,PGS,regular
16086104,source,PGS,regular
16086108,source,PGS,regular
16086110,source,PGS,regular
16086118,source,PGS,regular
16086123,source,PGS,regular
16086125,source,PGS,regular
16086129,source,PGS,regular
16086131,source,PGS,regular
16086132,source,PGS,regular
16086134,source,PGS,regular
16086135,source,PGS,regular
16086136,source,PGS,regular
16086137,source,PGS,regular
16086138,source,PGS,regular
16086139,source,PGS,regular
16086140,source,PGS,regular
16086141,source,PGS,regular
16086142,source,PGS,regular
16086144,source,PGS,regular
16086146,source,PGS,regular
16086148,source,PGS,regular
16086151,source,PGS,regular
16086210,source,PGS,regular
16086213,source,PGS,regular
16086215,source,PGS,regular
16086216,source,PGS,regular
16086220,source,PGS,regular
16086223,source,PGS,regular
16086227,source,PGS,regular
16086233,source,PGS,regular
16086238,source,PGS,regular
16086243,source,PGS,regular
16086271,source,PGS,regular
16086272,source,PGS,regular
16086274,source,PGS,regular
16086276,source,PGS,regular
16086277,source,PGS,regular
16086279,source,PGS,regular
16086280,source,PGS,regular
16086281,source,PGS,regular
16086282,source,PGS,regular
16086286,source,PGS,regular
16086292,source,PGS,regular
16086296,source,PGS,regular
16086301,source,PGS,regular
16086306,source,PGS,regular
16086308,source,PGS,regular
16086312,source,PGS,regular
16086321,source,PGS,regular
16086327,source,PGS,regular
16086329,source,PGS,regular
16086332,source,PGS,regular
16086335,source,PGS,regular
16086338,source,PGS,regular
16086341,source,PGS,regular
16086346,source,PGS,regular
16086350,source,PGS,regular
16086356,source,PGS,regular
16086360,source,PGS,regular
16086365,source,PGS,regular
16086369,source,PGS,regular
16086374,source,PGS,regular
16086378,source,PGS,regular
16086380,source,PGS,regular
16086381,source,PGS,regular
16086383,source,PGS,regular
16086387,source,PGS,regular
16086392,source,PGS,regular
16086396,source,PGS,regular
16086397,source,PGS,regular
16086400,source,PGS,regular
16086403,source,PGS,regular
16086408,source,PGS,regular
16086412,source,PGS,regular
16086413,source,PGS,regular
16086418,source,PGS,regular
16086424,source,PGS,regular
16086429,source,PGS,regular
16086434,source,PGS,regular
18589728,source,Landsat photo,regular
18589729,source,Landsat photo,regular
18589730,source,Landsat photo,regular
18589731,source,Landsat photo,regular
18589732,source,Landsat photo,regular
18589735,source,Landsat photo,regular
18589735,created_by,JOSM,regular
18589736,source,Landsat photo,regular
18589737,source,Landsat photo,regular
18589738,source,Landsat photo,regular
18589739,source,Landsat photo,regular
18589741,source,Landsat photo,regular
18589743,source,Landsat photo,regular
18589745,source,Landsat photo,regular
18589746,source,Landsat photo,regular
18589747,source,Landsat photo,regular
18589748,source,Landsat photo,regular
18589749,source,Landsat photo,regular
18589750,source,Landsat photo,regular
18589751,source,Landsat photo,regular
18589755,source,Landsat photo,regular
18589756,source,Landsat photo,regular
18589757,source,Landsat photo,regular
20926777,railway,junction,regular
20926813,railway,junction,regular
20926855,railway,junction,regular
20926855,created_by,JOSM,regular
20926916,railway,junction,regular
21414405,name,Gabalfa,regular
21414405,highway,motorway_junction,regular
21414414,name,Gabalfa,regular
21414414,highway,motorway_junction,regular
21414440,highway,traffic_signals,regular
21414446,highway,traffic_signals,regular
21414451,highway,traffic_signals,regular
21414459,highway,traffic_signals,regular
21414910,highway,traffic_signals,regular
21414910,crossing,traffic_signals,regular
21414912,crossing,traffic_signals,regular
21414912,highway,traffic_signals,regular
21414913,highway,traffic_signals,regular
21415069,ref,CDQ,regular
21415069,name,Cardiff Queen Street,regular
21415069,cy,Caerdydd Heol y Frenhines,name
21415069,railway,station,regular
21415069,naptan:AtcoCode,9100CARDFQS,regular
21415074,name,Cathays,regular
21415074,source,NPE,regular
21415074,railway,station,regular
21415085,ref,LLN,regular
21415085,name,Llandaf,regular
21415085,railway,station,regular
21415085,naptan:AtcoCode,9100LLANDAF,regular
26488909,highway,traffic_signals,regular
27256905,created_by,JOSM,regular
27258866,created_by,JOSM,regular
27258873,created_by,JOSM,regular
27258907,created_by,JOSM,regular
27258953,name,Gabalfa,regular
27258953,highway,motorway_junction,regular
27258962,created_by,JOSM,regular
27259006,highway,traffic_signals,regular
27259016,created_by,JOSM,regular
27259058,created_by,JOSM,regular
27259074,created_by,JOSM,regular
27259076,highway,traffic_signals,regular
27262633,created_by,JOSM,regular
27262667,created_by,JOSM,regular
28839604,created_by,JOSM,regular
28839605,created_by,JOSM,regular
28839606,created_by,JOSM,regular
28839629,created_by,JOSM,regular
28839635,created_by,JOSM,regular
28839639,created_by,JOSM,regular
30919552,name,Taff's Well,regular
30919552,highway,motorway_junction,regular
30941275,highway,traffic_signals,regular
30942049,name,Dingle Road,regular
30942049,source,NPE,regular
30942049,network,National Rail,regular
30942049,railway,station,regular
30942049,naptan:AtcoCode,9100DGLROAD,regular
30942157,name,Cogan,regular
30942157,railway,station,regular
30942157,naptan:AtcoCode,9100COGAN,regular
30942503,name,Eastbrook,regular
30942503,railway,station,regular
30942503,naptan:AtcoCode,9100EASTBRK,regular
30942508,name,Dinas Powys,regular
30942508,source,NPE,regular
30942508,railway,station,regular
30942508,naptan:AtcoCode,9100DINASP,regular
30946404,ref,CDB,regular
30946404,name,Cardiff Bay,regular
30946404,cy,Bae Caerdydd,name
30946404,network,National Rail,regular
30946404,railway,station,regular
30946404,old_name,Cardiff Bute Road,regular
30946404,operator,Arriva Trains Wales,regular
30946404,naptan:AtcoCode,9100CARDFBR,regular
30946963,highway,traffic_signals,regular
30946964,highway,traffic_signals,regular
30946964,crossing,traffic_signals,regular
30946966,highway,traffic_signals,regular
30946966,crossing,traffic_signals,regular
30946967,highway,traffic_signals,regular
30946967,crossing,traffic_signals,regular
30947286,highway,traffic_signals,regular
30947286,crossing,traffic_signals,regular
30947288,highway,traffic_signals,regular
30947288,crossing,traffic_signals,regular
30947289,highway,traffic_signals,regular
30947289,crossing,traffic_signals,regular
30947290,highway,traffic_signals,regular
30947292,highway,traffic_signals,regular
30948286,highway,traffic_signals,regular
30948965,highway,traffic_signals,regular
30959774,name,Ferry Road,regular
30959774,highway,motorway_junction,regular
30959821,name,Leckwith,regular
30959821,highway,motorway_junction,regular
30959834,name,Ferry Road,regular
30959834,highway,motorway_junction,regular
30959842,name,Stuart Street,regular
30959842,highway,motorway_junction,regular
30972850,highway,mini_roundabout,regular
30972850,direction,clockwise,regular
30972881,highway,crossing,regular
30972881,crossing,zebra,regular
30972885,highway,crossing,regular
30972885,crossing,uncontrolled,regular
30972885,crossing_ref,zebra,regular
30994927,highway,traffic_signals,regular
30994938,highway,crossing,regular
30994938,crossing,traffic_signals,regular
30994944,highway,traffic_signals,regular
30994966,highway,traffic_signals,regular
30994969,highway,traffic_signals,regular
30994973,highway,traffic_signals,regular
30994976,highway,traffic_signals,regular
30994991,name,Culverhouse Cross,regular
30994991,exit_to,A48 Cardiff (W);Cardiff Airport;A4050 Barry,regular
30994991,highway,motorway_junction,regular
30995138,name,Culverhouse Cross,regular
30995138,exit_to,A48 Cardiff (W);A4050 Barry,regular
30995138,highway,motorway_junction,regular
30995742,highway,traffic_signals,regular
30996056,highway,traffic_signals,regular
30996058,highway,traffic_signals,regular
30996062,highway,traffic_signals,regular
31021761,highway,traffic_signals,regular
31021761,crossing,traffic_signals,regular
31098192,name,Taffs Well,regular
31098192,source,NPE,regular
31098192,cy,Ffynnon Taf,name
31098192,railway,station,regular
31098192,naptan:AtcoCode,9100TAFFSWL,regular
31563403,created_by,JOSM,regular
31563410,name,Radyr,regular
31563410,cy,Radur,name
31563410,railway,station,regular
31563410,naptan:AtcoCode,9100RADYR,regular
31563426,created_by,JOSM,regular
31563436,created_by,JOSM,regular
31568049,brand,Gulf,regular
31568049,amenity,fuel,regular
31571281,created_by,JOSM,regular
31571287,created_by,JOSM,regular
31571289,created_by,JOSM,regular
31571291,created_by,JOSM,regular
31571293,created_by,JOSM,regular
31571294,created_by,JOSM,regular
31571298,created_by,JOSM,regular
31571310,created_by,JOSM,regular
31571318,created_by,JOSM,regular
31571321,created_by,JOSM,regular
31571325,created_by,JOSM,regular
31571327,highway,crossing,regular
31571327,crossing,zebra,regular
31577512,name,Taff's Well,regular
31577512,highway,motorway_junction,regular
31587676,created_by,JOSM,regular
31587677,created_by,JOSM,regular
31587679,created_by,JOSM,regular
31587686,created_by,JOSM,regular
31587687,created_by,JOSM,regular
31587700,created_by,JOSM,regular
31587713,created_by,JOSM,regular
31587714,created_by,JOSM,regular
31587716,created_by,JOSM,regular
31587717,created_by,JOSM,regular
31587719,created_by,JOSM,regular
31587741,traffic_calming,cushion,regular
31587744,traffic_calming,cushion,regular
31587751,highway,traffic_signals,regular
31587753,created_by,JOSM,regular
31587754,created_by,JOSM,regular
31587755,created_by,JOSM,regular
31587756,created_by,JOSM,regular
31587758,created_by,JOSM,regular
31587776,created_by,JOSM,regular
31587777,created_by,JOSM,regular
31591782,bicycle,yes,regular
31591782,highway,crossing,regular
31591782,crossing,traffic_signals,regular
31591782,sloped_curb,yes,regular
31591782,crossing_ref,toucan,regular
31591782,tactile_paving,yes,regular
31591798,highway,traffic_signals,regular
31591810,highway,crossing,regular
31591810,crossing,zebra,regular
31596955,highway,traffic_signals,regular
31596955,traffic_signals,signals,regular
31610742,created_by,JOSM,regular
31610744,created_by,JOSM,regular
31610747,created_by,JOSM,regular
31610750,created_by,JOSM,regular
31610820,highway,traffic_signals,regular
31610830,highway,traffic_signals,regular
32913418,highway,traffic_signals,regular
32913588,highway,traffic_signals,regular
32913592,highway,traffic_signals,regular
32914355,highway,crossing,regular
32914355,crossing,zebra,regular
32916029,highway,mini_roundabout,regular
32916029,direction,clockwise,regular
32917387,highway,traffic_signals,regular
32925155,highway,traffic_signals,regular
32925155,crossing,traffic_signals,regular
32925191,waterway,weir,regular
32925216,waterway,weir,regular
32925230,waterway,weir,regular
33023335,highway,traffic_signals,regular
33023335,traffic_signals,signal,regular
33049571,highway,traffic_signals,regular
33049571,traffic_signals,signal,regular
33049597,highway,crossing,regular
33049597,crossing,zebra,regular
33116404,highway,crossing,regular
33116692,highway,traffic_signals,regular
33117038,created_by,JOSM,regular
33117044,created_by,JOSM,regular
33117989,highway,crossing,regular
33117989,crossing,uncontrolled,regular
33117989,supervised,no,regular
33117989,crossing_ref,zebra,regular
33117995,highway,crossing,regular
33117995,crossing,uncontrolled,regular
33117995,crossing_ref,zebra,regular
33188006,note,Part time signals,regular
33188006,highway,traffic_signals,regular
33188006,part_time,yes,regular
33189001,name,Llanederyn,regular
33189001,highway,motorway_junction,regular
33189148,name,Southern Way,regular
33189148,highway,motorway_junction,regular
33189557,highway,crossing,regular
33189647,highway,traffic_signals,regular
33189888,highway,traffic_signals,regular
33189972,highway,traffic_signals,regular
33189973,highway,traffic_signals,regular
33189973,crossing,traffic_signals,regular
33192784,highway,traffic_signals,regular
33350938,highway,traffic_signals,regular
33350976,highway,traffic_signals,regular
33350990,highway,traffic_signals,regular
33407770,highway,traffic_signals,regular
33407779,highway,traffic_signals,regular
33407790,highway,traffic_signals,regular
33407791,highway,traffic_signals,regular
33407920,highway,traffic_signals,regular
33556918,highway,traffic_signals,regular
33556919,crossing,zebra,regular
33556919,highway,crossing,regular
33557885,highway,traffic_signals,regular
33558616,cycleway,asl,regular
33561790,highway,traffic_signals,regular
33562013,highway,traffic_signals,regular
33562921,highway,traffic_signals,regular
33563477,highway,traffic_signals,regular
33563902,highway,traffic_signals,regular
55472718,created_by,JOSM,regular
55472858,created_by,JOSM,regular
79890564,highway,crossing,regular
79890564,crossing,traffic_signals,regular
79890564,crossing_ref,pelican,regular
80126174,name,Rompney Castle,regular
80126174,amenity,pub,regular
80126174,created_by,Potlatch 0.4b,regular
84711679,name,St. John Lloyd Church,regular
84711679,is_in,Cardiff,regular
84711679,amenity,place_of_worship,regular
84711679,religion,christian,regular
84711679,created_by,Potlatch 0.4b,regular
84802155,name,Rumney Library,regular
84802155,amenity,library,regular
84803080,source,local_knowledge,regular
84803080,amenity,post_office,regular
84803080,en,Rumney Post Office,name
84803080,created_by,Potlatch 0.4a,regular
84803411,amenity,post_box,regular
84803684,highway,bus_stop,regular
84803684,created_by,Potlatch 0.4b,regular
84803774,highway,bus_stop,regular
84803774,created_by,Potlatch 0.4b,regular
84803920,highway,bus_stop,regular
84804096,highway,bus_stop,regular
84804096,created_by,Potlatch 0.4b,regular
84804295,highway,bus_stop,regular
84804295,created_by,Potlatch 0.4a,regular
84804336,highway,bus_stop,regular
84804336,created_by,Potlatch 0.4a,regular
84804655,highway,bus_stop,regular
84804655,created_by,Potlatch 0.4b,regular
84804843,highway,bus_stop,regular
84804843,created_by,Potlatch 0.4a,regular
84805256,highway,bus_stop,regular
84805256,created_by,Potlatch 0.4b,regular
84805320,name,City Link,regular
84805320,highway,bus_stop,regular
84805516,highway,bus_stop,regular
84805637,name,City Link,regular
84805637,highway,bus_stop,regular
84806096,highway,bus_stop,regular
84806569,highway,bus_stop,regular
84806569,created_by,Potlatch 0.4a,regular
84832830,highway,bus_stop,regular
84832830,created_by,Potlatch 0.4b,regular
90454459,name,Heath High Level,regular
90454459,source,NPE,regular
90454459,railway,station,regular
90454459,wikipedia,en:Heath High Level railway station,regular
90454459,naptan:AtcoCode,9100HEATHHL,regular
91872290,highway,traffic_signals,regular
123414277,highway,mini_roundabout,regular
123414277,direction,clockwise,regular
167262094,city,Cardiff,addr
167262094,housename,Red Dragon Centre,addr
167262094,place,Butetown,addr
167262094,postcode,CF10 4JY,addr
167262094,street,Hemingway Road,addr
167262094,amenity,cinema,regular
167262094,id,969183,fhrs
167262094,name,Odeon,regular
180661695,barrier,gate,regular
180665101,barrier,gate,regular
181606311,highway,traffic_signals,regular
207052985,highway,crossing,regular
207052985,crossing,zebra,regular
207065347,highway,traffic_signals,regular
207065350,source,Bing;survey,regular
207065350,highway,crossing,regular
207065350,crossing,uncontrolled,regular
207065350,crossing_ref,zebra,regular
207084303,traffic_calming,cushion,regular
207084305,traffic_calming,cushion,regular
207109093,source,survey,regular
207109093,highway,crossing,regular
207109093,crossing,uncontrolled,regular
207109093,crossing_ref,zebra,regular
243213143,traffic_calming,cushion,regular
243213144,traffic_calming,cushion,regular
243215307,traffic_calming,cushion,regular
243215309,traffic_calming,cushion,regular
243216502,highway,crossing,regular
243216502,crossing,unmarked,regular
243216504,highway,crossing,regular
243216504,crossing,zebra,regular
243216507,highway,crossing,regular
243216507,crossing,pelican,regular
243216510,highway,traffic_signals,regular
243217025,traffic_calming,cushion,regular
243223292,highway,traffic_signals,regular
243223867,highway,turning_circle,regular
243224234,highway,turning_circle,regular
243227038,highway,turning_circle,regular
243228761,highway,turning_circle,regular
243230336,highway,traffic_signals,regular
244002290,name,The Culverhouse,regular
244002290,amenity,pub,regular
244002290,created_by,Potlatch 0.6c,regular
244002337,name,The City Arms,regular
244002337,amenity,pub,regular
244002338,gay,yes,regular
244002338,name,Kings Cross,regular
244002338,amenity,pub,regular
244002338,toilets,yes,regular
244002338,city,Cardiff,addr
244002338,street,Caroline Street,addr
244002338,phone,+44 29 20236793,contact
244002338,access,customers,toilets
244002338,housenumber,25,addr
244010099,name,Llanishen,regular
244010099,railway,station,regular
244010099,naptan:AtcoCode,9100LLISHEN,regular
244022693,highway,turning_circle,regular
244022739,highway,turning_circle,regular
244024985,highway,traffic_signals,regular
244025163,highway,traffic_signals,regular
244026562,crossing,unmarked,regular
244371624,highway,traffic_signals,regular
244411564,traffic_calming,cushion,regular
244411565,traffic_calming,cushion,regular
244411567,traffic_calming,cushion,regular
244411570,traffic_calming,cushion,regular
244412342,highway,turning_circle,regular
244412767,traffic_calming,bump,regular
244413216,highway,turning_circle,regular
244413251,highway,turning_circle,regular
244413481,highway,turning_circle,regular
244415662,name,Ely,regular
244415662,is_in,Cardiff,regular
244415662,place,suburb,regular
244415662,created_by,Potlatch 0.6c,regular
244415696,name,Caerau,regular
244415696,is_in,Cardiff,regular
244415696,place,suburb,regular
244415696,wikipedia,"en:Canton, Cardiff",regular
244473208,traffic_calming,hump,regular
244473210,traffic_calming,cushion,regular
244473212,highway,traffic_signals,regular
245432427,highway,turning_circle,regular
245434487,highway,turning_circle,regular
245554372,highway,turning_circle,regular
245554375,FIXME,Is there a fence or barrier here?,regular
245565395,highway,traffic_signals,regular
245577083,name,The Wanderers,regular
245577083,amenity,pub,regular
245577083,created_by,Potlatch 0.7b,regular
245777163,amenity,toilets,regular
245778451,fixme,"I don't think this should really be tagged as a post office, it is a delivery office, not a post office open to the public",regular
245778451,amenity,post_office,regular
245778452,ref,CF5 270,regular
245778452,amenity,post_box,regular
245778967,shop,convenience,regular
245778967,created_by,Potlatch 0.7,regular
245780070,name,Ask,regular
245780070,amenity,restaurant,regular
245780070,toilets,yes,regular
245780070,wheelchair,limited,regular
245780070,access,customers,toilets
245780159,name,Vue,regular
245780159,amenity,cinema,regular
245780159,created_by,Potlatch 0.7b,regular
245780197,name,Jongleurs Comedy Club,regular
245780197,amenity,pub,regular
245780197,created_by,xybot,regular
245780293,name,NatWest,regular
245780293,amenity,bank,regular
245780293,operator,Natwest,regular
245780307,name,Cineworld,regular
245780307,amenity,cinema,regular
245780307,created_by,Potlatch 0.7,regular
245780767,city,Cardiff,addr
245780767,housename,Friary House,addr
245780767,place,Cathays,addr
245780767,postcode,CF10 3AE,addr
245780767,street,Greyfriars Road,addr
245780767,amenity,restaurant,regular
245780767,id,969019,fhrs
245780767,name,Tiger Tiger,regular
245780768,city,Cardiff,addr
245780768,place,Cathays,addr
